File 			 Kernel 			 Threads 			 Time(s)
1080p/RevengeOfTheSith.jpg		13				4				1.9233
1080p/RevengeOfTheSith.jpg		13				8				1.7377
1080p/RevengeOfTheSith.jpg		13				16				1.7666
1080p/RevengeOfTheSith.jpg		15				1				9.4180
1080p/RevengeOfTheSith.jpg		15				2				4.7695
1080p/RevengeOfTheSith.jpg		15				4				2.5173
1080p/RevengeOfTheSith.jpg		15				8				2.2965
1080p/RevengeOfTheSith.jpg		15				16				2.3528
1080p/rhcp.jpg		3				1				0.4797
1080p/rhcp.jpg		3				2				0.2484
1080p/rhcp.jpg		3				4				0.1382
1080p/rhcp.jpg		3				8				0.1287
1080p/rhcp.jpg		3				16				0.1368
1080p/rhcp.jpg		5				1				1.1164
1080p/rhcp.jpg		5				2				0.5669
1080p/rhcp.jpg		5				4				0.3178
1080p/rhcp.jpg		5				8				0.2872
1080p/rhcp.jpg		5				16				0.2999
1080p/rhcp.jpg		7				1				2.0764
1080p/rhcp.jpg		7				2				1.0482
1080p/rhcp.jpg		7				4				0.9927
1080p/rhcp.jpg		7				8				0.5246
1080p/rhcp.jpg		7				16				0.5503
1080p/rhcp.jpg		9				1				3.5799
1080p/rhcp.jpg		9				2				1.7834
1080p/rhcp.jpg		9				4				1.4537
1080p/rhcp.jpg		9				8				0.8802
1080p/rhcp.jpg		9				16				0.9035
1080p/rhcp.jpg		11				1				5.2191
1080p/rhcp.jpg		11				2				2.7831
1080p/rhcp.jpg		11				4				1.3810
1080p/rhcp.jpg		11				8				1.2604
1080p/rhcp.jpg		11				16				1.2753
1080p/rhcp.jpg		13				1				7.9429
1080p/rhcp.jpg		13				2				3.7558
1080p/rhcp.jpg		13				4				3.3235
1080p/rhcp.jpg		13				8				1.7368
1080p/rhcp.jpg		13				16				1.7643
1080p/rhcp.jpg		15				1				9.3953
1080p/rhcp.jpg		15				2				4.7155
1080p/rhcp.jpg		15				4				2.5194
1080p/rhcp.jpg		15				8				2.2929
1080p/rhcp.jpg		15				16				2.3323
1080p/Shining.jpg		3				1				0.4810
1080p/Shining.jpg		3				2				0.2476
1080p/Shining.jpg		3				4				0.2291
1080p/Shining.jpg		3				8				0.1331
1080p/Shining.jpg		3				16				0.1357
1080p/Shining.jpg		5				1				1.1205
1080p/Shining.jpg		5				2				0.5687
1080p/Shining.jpg		5				4				0.3899
1080p/Shining.jpg		5				8				0.2891
1080p/Shining.jpg		5				16				0.2966
1080p/Shining.jpg		7				1				2.0703
1080p/Shining.jpg		7				2				1.0436
1080p/Shining.jpg		7				4				0.5567
1080p/Shining.jpg		7				8				0.5213
1080p/Shining.jpg		7				16				0.5413
1080p/Shining.jpg		9				1				3.5373
1080p/Shining.jpg		9				2				1.7711
1080p/Shining.jpg		9				4				0.9432
1080p/Shining.jpg		9				8				0.8596
1080p/Shining.jpg		9				16				0.8909
1080p/Shining.jpg		11				1				5.1774
1080p/Shining.jpg		11				2				2.5963
1080p/Shining.jpg		11				4				1.3932
1080p/Shining.jpg		11				8				1.2587
1080p/Shining.jpg		11				16				1.2788
1080p/Shining.jpg		13				1				7.1119
1080p/Shining.jpg		13				2				3.6065
1080p/Shining.jpg		13				4				1.9455
1080p/Shining.jpg		13				8				1.7375
1080p/Shining.jpg		13				16				1.7608
1080p/Shining.jpg		15				1				9.4843
1080p/Shining.jpg		15				2				4.7352
1080p/Shining.jpg		15				4				2.5713
1080p/Shining.jpg		15				8				2.2906
1080p/Shining.jpg		15				16				2.2876
1080p/snatch.jpg		3				1				0.4984
1080p/snatch.jpg		3				2				0.2642
1080p/snatch.jpg		3				4				0.1539
1080p/snatch.jpg		3				8				0.1481
1080p/snatch.jpg		3				16				0.1523
1080p/snatch.jpg		5				1				1.1329
1080p/snatch.jpg		5				2				0.5831
1080p/snatch.jpg		5				4				0.3213
1080p/snatch.jpg		5				8				0.3055
1080p/snatch.jpg		5				16				0.3219
1080p/snatch.jpg		7				1				2.0915
1080p/snatch.jpg		7				2				1.0673
1080p/snatch.jpg		7				4				0.5732
1080p/snatch.jpg		7				8				0.5392
1080p/snatch.jpg		7				16				0.5443
1080p/snatch.jpg		9				1				3.5448
1080p/snatch.jpg		9				2				1.7861
1080p/snatch.jpg		9				4				1.1060
1080p/snatch.jpg		9				8				0.8752
1080p/snatch.jpg		9				16				0.8818
1080p/snatch.jpg		11				1				5.2086
1080p/snatch.jpg		11				2				2.8627
1080p/snatch.jpg		11				4				1.4409
1080p/snatch.jpg		11				8				1.2768
1080p/snatch.jpg		11				16				1.3143
1080p/snatch.jpg		13				1				7.1555
1080p/snatch.jpg		13				2				3.5873
1080p/snatch.jpg		13				4				1.9832
1080p/snatch.jpg		13				8				1.7541
1080p/snatch.jpg		13				16				1.7671
1080p/snatch.jpg		15				1				9.3901
1080p/snatch.jpg		15				2				4.8329
1080p/snatch.jpg		15				4				2.5049
1080p/snatch.jpg		15				8				2.3113
