File 			 Kernel 			 Threads 			 Time(s)
720p/matrix720.jpg		3				192				0.2915
720p/matrix720.jpg		3				384				0.2585
720p/matrix720.jpg		3				576				0.2576
720p/matrix720.jpg		3				768				0.2364
720p/matrix720.jpg		3				960				0.2436
720p/matrix720.jpg		5				48				0.6216
720p/matrix720.jpg		5				96				0.5420
720p/matrix720.jpg		5				192				0.4086
720p/matrix720.jpg		5				384				0.3476
720p/matrix720.jpg		5				576				0.3475
720p/matrix720.jpg		5				768				0.2908
720p/matrix720.jpg		5				960				0.3117
720p/matrix720.jpg		7				48				0.9708
720p/matrix720.jpg		7				96				0.8293
720p/matrix720.jpg		7				192				0.5835
720p/matrix720.jpg		7				384				0.4803
720p/matrix720.jpg		7				576				0.4796
720p/matrix720.jpg		7				768				0.3753
720p/matrix720.jpg		7				960				0.4145
720p/matrix720.jpg		9				48				1.4315
720p/matrix720.jpg		9				96				1.2044
720p/matrix720.jpg		9				192				0.8106
720p/matrix720.jpg		9				384				0.6560
720p/matrix720.jpg		9				576				0.6546
720p/matrix720.jpg		9				768				0.4873
720p/matrix720.jpg		9				960				0.5534
720p/matrix720.jpg		11				48				2.0190
720p/matrix720.jpg		11				96				1.6638
720p/matrix720.jpg		11				192				1.0933
720p/matrix720.jpg		11				384				0.8772
720p/matrix720.jpg		11				576				0.8759
720p/matrix720.jpg		11				768				0.6264
720p/matrix720.jpg		11				960				0.7271
720p/matrix720.jpg		13				48				2.7357
720p/matrix720.jpg		13				96				2.2156
720p/matrix720.jpg		13				192				1.4334
720p/matrix720.jpg		13				384				1.1411
720p/matrix720.jpg		13				576				1.1393
720p/matrix720.jpg		13				768				0.7976
720p/matrix720.jpg		13				960				0.9345
720p/matrix720.jpg		15				48				3.5748
720p/matrix720.jpg		15				96				2.8725
720p/matrix720.jpg		15				192				1.8220
720p/matrix720.jpg		15				384				1.4473
720p/matrix720.jpg		15				576				1.4496
720p/matrix720.jpg		15				768				0.9917
720p/matrix720.jpg		15				960				1.1836
720p/men-in-black1.jpg		3				48				0.3831
720p/men-in-black1.jpg		3				96				0.3520
720p/men-in-black1.jpg		3				192				0.2904
720p/men-in-black1.jpg		3				384				0.2579
720p/men-in-black1.jpg		3				576				0.2610
720p/men-in-black1.jpg		3				768				0.2349
720p/men-in-black1.jpg		3				960				0.2422
720p/men-in-black1.jpg		5				48				0.6204
720p/men-in-black1.jpg		5				96				0.5389
720p/men-in-black1.jpg		5				192				0.4089
720p/men-in-black1.jpg		5				384				0.3481
720p/men-in-black1.jpg		5				576				0.3460
720p/men-in-black1.jpg		5				768				0.2905
720p/men-in-black1.jpg		5				960				0.3110
720p/men-in-black1.jpg		7				48				0.9676
720p/men-in-black1.jpg		7				96				0.8289
720p/men-in-black1.jpg		7				192				0.5818
720p/men-in-black1.jpg		7				384				0.4819
720p/men-in-black1.jpg		7				576				0.4829
720p/men-in-black1.jpg		7				768				0.3781
720p/men-in-black1.jpg		7				960				0.4178
720p/men-in-black1.jpg		9				48				1.4337
720p/men-in-black1.jpg		9				96				1.2028
720p/men-in-black1.jpg		9				192				0.8112
720p/men-in-black1.jpg		9				384				0.6588
720p/men-in-black1.jpg		9				576				0.6525
720p/men-in-black1.jpg		9				768				0.4862
720p/men-in-black1.jpg		9				960				0.5519
720p/men-in-black1.jpg		11				48				2.0153
720p/men-in-black1.jpg		11				96				1.6633
720p/men-in-black1.jpg		11				192				1.0931
720p/men-in-black1.jpg		11				384				0.8753
720p/men-in-black1.jpg		11				576				0.8754
720p/men-in-black1.jpg		11				768				0.6247
720p/men-in-black1.jpg		11				960				0.7242
720p/men-in-black1.jpg		13				48				2.7332
720p/men-in-black1.jpg		13				96				2.2120
720p/men-in-black1.jpg		13				192				1.4275
720p/men-in-black1.jpg		13				384				1.1428
720p/men-in-black1.jpg		13				576				1.1413
720p/men-in-black1.jpg		13				768				0.7925
720p/men-in-black1.jpg		13				960				0.9352
720p/men-in-black1.jpg		15				48				3.5735
720p/men-in-black1.jpg		15				96				2.8690
720p/men-in-black1.jpg		15				192				1.8217
720p/men-in-black1.jpg		15				384				1.4483
720p/men-in-black1.jpg		15				576				1.4415
720p/men-in-black1.jpg		15				768				0.9878
720p/men-in-black1.jpg		15				960				1.1743
720p/men-in-black3.jpg		3				48				0.3800
720p/men-in-black3.jpg		3				96				0.3455
720p/men-in-black3.jpg		3				192				0.2895
720p/men-in-black3.jpg		3				384				0.2575
720p/men-in-black3.jpg		3				576				0.2573
720p/men-in-black3.jpg		3				768				0.2357
720p/men-in-black3.jpg		3				960				0.2411
720p/men-in-black3.jpg		5				48				0.6210
720p/men-in-black3.jpg		5				96				0.5399
720p/men-in-black3.jpg		5				192				0.4086
720p/men-in-black3.jpg		5				384				0.3467
720p/men-in-black3.jpg		5				576				0.3457
720p/men-in-black3.jpg		5				768				0.2915
720p/men-in-black3.jpg		5				960				0.3111
720p/men-in-black3.jpg		7				48				0.9692
720p/men-in-black3.jpg		7				96				0.8274
720p/men-in-black3.jpg		7				192				0.5825
720p/men-in-black3.jpg		7				384				0.4783
720p/men-in-black3.jpg		7				576				0.4788
720p/men-in-black3.jpg		7				768				0.3749
720p/men-in-black3.jpg		7				960				0.4151
720p/men-in-black3.jpg		9				48				1.4313
720p/men-in-black3.jpg		9				96				1.2033
720p/men-in-black3.jpg		9				192				0.8104
720p/men-in-black3.jpg		9				384				0.6574
720p/men-in-black3.jpg		9				576				0.6556
720p/men-in-black3.jpg		9				768				0.4899
720p/men-in-black3.jpg		9				960				0.5581
720p/men-in-black3.jpg		11				48				2.0285
720p/men-in-black3.jpg		11				96				1.6610
720p/men-in-black3.jpg		11				192				1.0916
720p/men-in-black3.jpg		11				384				0.8744
720p/men-in-black3.jpg		11				576				0.8738
720p/men-in-black3.jpg		11				768				0.6252
720p/men-in-black3.jpg		11				960				0.7254
720p/men-in-black3.jpg		13				48				2.7345
720p/men-in-black3.jpg		13				96				2.2116
720p/men-in-black3.jpg		13				192				1.4292
720p/men-in-black3.jpg		13				384				1.1390
720p/men-in-black3.jpg		13				576				1.1360
720p/men-in-black3.jpg		13				768				0.7930
720p/men-in-black3.jpg		13				960				0.9331
720p/men-in-black3.jpg		15				48				3.5718
720p/men-in-black3.jpg		15				96				2.8698
720p/men-in-black3.jpg		15				192				1.8215
720p/men-in-black3.jpg		15				384				1.4472
720p/men-in-black3.jpg		15				576				1.4444
720p/men-in-black3.jpg		15				768				0.9884
720p/men-in-black3.jpg		15				960				1.1772
720p/perro720.jpg		3				48				0.3791
720p/perro720.jpg		3				96				0.3469
720p/perro720.jpg		3				192				0.2893
720p/perro720.jpg		3				384				0.2580
720p/perro720.jpg		3				576				0.2577
720p/perro720.jpg		3				768				0.2350
720p/perro720.jpg		3				960				0.2420
720p/perro720.jpg		5				48				0.6206
720p/perro720.jpg		5				96				0.5402
720p/perro720.jpg		5				192				0.4085
720p/perro720.jpg		5				384				0.3474
720p/perro720.jpg		5				576				0.3469
720p/perro720.jpg		5				768				0.2906
720p/perro720.jpg		5				960				0.3111
720p/perro720.jpg		7				48				0.9692
720p/perro720.jpg		7				96				0.8279
720p/perro720.jpg		7				192				0.5819
720p/perro720.jpg		7				384				0.4790
720p/perro720.jpg		7				576				0.4788
720p/perro720.jpg		7				768				0.3747
720p/perro720.jpg		7				960				0.4153
720p/perro720.jpg		9				48				1.4309
720p/perro720.jpg		9				96				1.2029
720p/perro720.jpg		9				192				0.8099
720p/perro720.jpg		9				384				0.6554
720p/perro720.jpg		9				576				0.6539
720p/perro720.jpg		9				768				0.4867
720p/perro720.jpg		9				960				0.5529
720p/perro720.jpg		11				48				2.0171
720p/perro720.jpg		11				96				1.6617
720p/perro720.jpg		11				192				1.0921
720p/perro720.jpg		11				384				0.8759
720p/perro720.jpg		11				576				0.8739
720p/perro720.jpg		11				768				0.6272
720p/perro720.jpg		11				960				0.7247
720p/perro720.jpg		13				48				2.7353
720p/perro720.jpg		13				96				2.2129
720p/perro720.jpg		13				192				1.4317
720p/perro720.jpg		13				384				1.1449
720p/perro720.jpg		13				576				1.1408
720p/perro720.jpg		13				768				0.7951
720p/perro720.jpg		13				960				0.9328
720p/perro720.jpg		15				48				3.5717
720p/perro720.jpg		15				96				2.8712
720p/perro720.jpg		15				192				1.8301
720p/perro720.jpg		15				384				1.4475
720p/perro720.jpg		15				576				1.4442
720p/perro720.jpg		15				768				0.9912
720p/perro720.jpg		15				960				1.1743
720p/rickandmorty720.jpg		3				48				0.3784
720p/rickandmorty720.jpg		3				96				0.3451
720p/rickandmorty720.jpg		3				192				0.2877
720p/rickandmorty720.jpg		3				384				0.2565
720p/rickandmorty720.jpg		3				576				0.2567
720p/rickandmorty720.jpg		3				768				0.2337
720p/rickandmorty720.jpg		3				960				0.2412
720p/rickandmorty720.jpg		5				48				0.6191
720p/rickandmorty720.jpg		5				96				0.5398
720p/rickandmorty720.jpg		5				192				0.4067
720p/rickandmorty720.jpg		5				384				0.3459
720p/rickandmorty720.jpg		5				576				0.3458
720p/rickandmorty720.jpg		5				768				0.2900
720p/rickandmorty720.jpg		5				960				0.3107
720p/rickandmorty720.jpg		7				48				0.9687
720p/rickandmorty720.jpg		7				96				0.8261
720p/rickandmorty720.jpg		7				192				0.5812
720p/rickandmorty720.jpg		7				384				0.4771
720p/rickandmorty720.jpg		7				576				0.4769
720p/rickandmorty720.jpg		7				768				0.3740
720p/rickandmorty720.jpg		7				960				0.4134
720p/rickandmorty720.jpg		9				48				1.4286
720p/rickandmorty720.jpg		9				96				1.2025
720p/rickandmorty720.jpg		9				192				0.8089
720p/rickandmorty720.jpg		9				384				0.6540
720p/rickandmorty720.jpg		9				576				0.6528
720p/rickandmorty720.jpg		9				768				0.4858
720p/rickandmorty720.jpg		9				960				0.5507
720p/rickandmorty720.jpg		11				48				2.0153
720p/rickandmorty720.jpg		11				96				1.6589
