File 			 Kernel 			 Threads 			 Time(s)
4K/Girl.jpg		7				192				4.2673
4K/Girl.jpg		7				384				3.2398
4K/Girl.jpg		7				576				2.5854
4K/Girl.jpg		7				768				2.2638
4K/Girl.jpg		7				960				2.6562
4K/Girl.jpg		9				48				12.3188
4K/Girl.jpg		9				96				9.8004
4K/Girl.jpg		9				192				6.5056
4K/Girl.jpg		9				384				4.9367
4K/Girl.jpg		9				576				3.8633
4K/Girl.jpg		9				768				3.3650
4K/Girl.jpg		9				960				4.0145
4K/Girl.jpg		11				48				17.8086
4K/Girl.jpg		11				96				14.2045
4K/Girl.jpg		11				192				9.2545
4K/Girl.jpg		11				384				7.0635
4K/Girl.jpg		11				576				5.4762
4K/Girl.jpg		11				768				4.7284
4K/Girl.jpg		11				960				5.7018
4K/Girl.jpg		13				48				24.6874
4K/Girl.jpg		13				96				19.4087
4K/Girl.jpg		13				192				12.4967
4K/Girl.jpg		13				384				9.5849
4K/Girl.jpg		13				576				7.3975
4K/Girl.jpg		13				768				6.3583
4K/Girl.jpg		13				960				7.7266
4K/Girl.jpg		15				48				32.8671
4K/Girl.jpg		15				96				25.4238
4K/Girl.jpg		15				192				16.2705
4K/Girl.jpg		15				384				12.5426
4K/Girl.jpg		15				576				9.6510
4K/Girl.jpg		15				768				8.2714
4K/Girl.jpg		15				960				10.1023
4K/GoT4K.jpg		3				48				2.4060
4K/GoT4K.jpg		3				96				2.0026
4K/GoT4K.jpg		3				192				1.5230
4K/GoT4K.jpg		3				384				1.2177
4K/GoT4K.jpg		3				576				1.0689
4K/GoT4K.jpg		3				768				0.9970
4K/GoT4K.jpg		3				960				1.0838
4K/GoT4K.jpg		5				48				4.6932
4K/GoT4K.jpg		5				96				3.7812
4K/GoT4K.jpg		5				192				2.6714
4K/GoT4K.jpg		5				384				2.0680
4K/GoT4K.jpg		5				576				1.7107
4K/GoT4K.jpg		5				768				1.5445
4K/GoT4K.jpg		5				960				1.7429
4K/GoT4K.jpg		7				48				8.0361
4K/GoT4K.jpg		7				96				6.3779
4K/GoT4K.jpg		7				192				4.3699
4K/GoT4K.jpg		7				384				3.3384
4K/GoT4K.jpg		7				576				2.6787
4K/GoT4K.jpg		7				768				2.3633
4K/GoT4K.jpg		7				960				2.7549
4K/GoT4K.jpg		9				48				12.4197
4K/GoT4K.jpg		9				96				9.8963
4K/GoT4K.jpg		9				192				6.6003
4K/GoT4K.jpg		9				384				5.0350
4K/GoT4K.jpg		9				576				3.9630
4K/GoT4K.jpg		9				768				3.4629
4K/GoT4K.jpg		9				960				4.1130
4K/GoT4K.jpg		11				48				17.9121
4K/GoT4K.jpg		11				96				14.3050
4K/GoT4K.jpg		11				192				9.3581
4K/GoT4K.jpg		11				384				7.1563
4K/GoT4K.jpg		11				576				5.5779
4K/GoT4K.jpg		11				768				4.8289
4K/GoT4K.jpg		11				960				5.8045
4K/GoT4K.jpg		13				48				24.7792
4K/GoT4K.jpg		13				96				19.5117
4K/GoT4K.jpg		13				192				12.5937
4K/GoT4K.jpg		13				384				9.6846
4K/GoT4K.jpg		13				576				7.4975
4K/GoT4K.jpg		13				768				6.4556
4K/GoT4K.jpg		13				960				7.8260
4K/GoT4K.jpg		15				48				32.9505
4K/GoT4K.jpg		15				96				25.5211
4K/GoT4K.jpg		15				192				16.3709
4K/GoT4K.jpg		15				384				12.6433
4K/GoT4K.jpg		15				576				9.7496
4K/GoT4K.jpg		15				768				8.3726
4K/GoT4K.jpg		15				960				10.2007
4K/linkinpark.jpg		3				48				2.1693
4K/linkinpark.jpg		3				96				1.8010
4K/linkinpark.jpg		3				192				1.3460
4K/linkinpark.jpg		3				384				1.0622
4K/linkinpark.jpg		3				576				0.9329
4K/linkinpark.jpg		3				768				0.8601
4K/linkinpark.jpg		3				960				0.9293
4K/linkinpark.jpg		5				48				4.3239
4K/linkinpark.jpg		5				96				3.4673
4K/linkinpark.jpg		5				192				2.4192
4K/linkinpark.jpg		5				384				1.8634
4K/linkinpark.jpg		5				576				1.5282
4K/linkinpark.jpg		5				768				1.3688
4K/linkinpark.jpg		5				960				1.5575
4K/linkinpark.jpg		7				48				7.4566
4K/linkinpark.jpg		7				96				5.8949
4K/linkinpark.jpg		7				192				4.0115
4K/linkinpark.jpg		7				384				3.0562
4K/linkinpark.jpg		7				576				2.4348
4K/linkinpark.jpg		7				768				2.1336
4K/linkinpark.jpg		7				960				2.5077
4K/linkinpark.jpg		9				48				11.5581
4K/linkinpark.jpg		9				96				9.1655
4K/linkinpark.jpg		9				192				6.1142
4K/linkinpark.jpg		9				384				4.6419
4K/linkinpark.jpg		9				576				3.6385
4K/linkinpark.jpg		9				768				3.1669
4K/linkinpark.jpg		9				960				3.7803
4K/linkinpark.jpg		11				48				16.6620
4K/linkinpark.jpg		11				96				13.3084
4K/linkinpark.jpg		11				192				8.6963
4K/linkinpark.jpg		11				384				6.6300
4K/linkinpark.jpg		11				576				5.1483
4K/linkinpark.jpg		11				768				4.4403
4K/linkinpark.jpg		11				960				5.3598
4K/linkinpark.jpg		13				48				22.9824
4K/linkinpark.jpg		13				96				18.2059
4K/linkinpark.jpg		13				192				11.7334
4K/linkinpark.jpg		13				384				9.0043
4K/linkinpark.jpg		13				576				6.9498
4K/linkinpark.jpg		13				768				5.9638
4K/linkinpark.jpg		13				960				7.2546
4K/linkinpark.jpg		15				48				30.6603
4K/linkinpark.jpg		15				96				23.8482
4K/linkinpark.jpg		15				192				15.2453
4K/linkinpark.jpg		15				384				11.7739
4K/linkinpark.jpg		15				576				9.0607
4K/linkinpark.jpg		15				768				7.7565
4K/linkinpark.jpg		15				960				9.4829
4K/Lucy4K.jpg		3				48				2.3389
4K/Lucy4K.jpg		3				96				1.9384
4K/Lucy4K.jpg		3				192				1.4567
4K/Lucy4K.jpg		3				384				1.1511
4K/Lucy4K.jpg		3				576				1.0014
4K/Lucy4K.jpg		3				768				0.9346
4K/Lucy4K.jpg		3				960				1.0066
4K/Lucy4K.jpg		5				48				4.6279
4K/Lucy4K.jpg		5				96				3.7211
4K/Lucy4K.jpg		5				192				2.6093
4K/Lucy4K.jpg		5				384				2.0031
4K/Lucy4K.jpg		5				576				1.6491
4K/Lucy4K.jpg		5				768				1.4787
4K/Lucy4K.jpg		5				960				1.6801
4K/Lucy4K.jpg		7				48				7.9713
4K/Lucy4K.jpg		7				96				6.3158
4K/Lucy4K.jpg		7				192				4.3102
4K/Lucy4K.jpg		7				384				3.2750
4K/Lucy4K.jpg		7				576				2.6163
4K/Lucy4K.jpg		7				768				2.3001
4K/Lucy4K.jpg		7				960				2.6902
4K/Lucy4K.jpg		9				48				12.3534
4K/Lucy4K.jpg		9				96				9.8327
4K/Lucy4K.jpg		9				192				6.5357
4K/Lucy4K.jpg		9				384				4.9698
4K/Lucy4K.jpg		9				576				3.8992
4K/Lucy4K.jpg		9				768				3.3984
4K/Lucy4K.jpg		9				960				4.0521
4K/Lucy4K.jpg		11				48				17.8424
4K/Lucy4K.jpg		11				96				14.2589
